Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted
2019,Jaguars,,kc mcdermott,placed on ir with ankle injury,,,,9/1/2019,,kc mcdermott
2019,Jaguars,,leonard wester,placed on ir with undisclosed injury,,,,9/1/2019,,leonard wester
2019,Jets,,mark myers b  marko myers,placed on ir with head injury,,,,9/1/2019,,mark myers b marko myers
2019,Lions,,andy jones,placed on ir with undisclosed injury,,,,9/1/2019,,andy jones
2019,Packers,,curtis bolton,placed on ir with knee injury,,,,9/1/2019,,curtis bolton
2019,Packers,,malcolm johnson jamaine,placed on ir with shoulder injury,,,,9/1/2019,,malcolm johnson jamaine
2019,Panthers,,damian parms,placed on ir with undisclosed injury,,,,9/1/2019,,damian parms
2019,Panthers,,kofi amichia,placed on ir with undisclosed injury,,,,9/1/2019,,kofi amichia
2019,Panthers,,marcus baugh,placed on ir with undisclosed injury,,,,9/1/2019,,marcus baugh
2019,Raiders,,alex barrett,placed on ir with undisclosed injury,,,,9/1/2019,,alex barrett
2019,Raiders,,cameron hunt,placed on ir with undisclosed injury,,,,9/1/2019,,cameron hunt
2019,Raiders,,eddie vanderdoes,placed on ir with concussion,,,,9/1/2019,,eddie vanderdoes
2019,Raiders,,makinton dorleant,placed on ir with undisclosed injury,,,,9/1/2019,,makinton dorleant
2019,Raiders,,paul butler,placed on ir with undisclosed injury,,,,9/1/2019,,paul butler
2019,Rams,,alex bachman,placed on ir with undisclosed injury,,,,9/1/2019,,alex bachman
2019,Rams,,dominique hatfield,placed on ir with ankle injury,,,,9/1/2019,,dominique hatfield
2019,Rams,,josh carraway,placed on ir with achilles injury,,,,9/1/2019,,josh carraway
2019,Rams,,trevon young,placed on ir with ankle injury,,,,9/1/2019,,trevon young
2019,Redskins,,matt flanagan,placed on ir with undisclosed injury,,,,9/1/2019,,matt flanagan
2019,Seahawks,,jeremy boykins,placed on ir with undisclosed injury,,,,9/1/2019,,jeremy boykins
2019,Seahawks,,justin currie,placed on ir with undisclosed injury,,,,9/1/2019,,justin currie
2019,Texans,,bj bello,placed on ir with hamstring injury,,,,9/1/2019,,bj bello
2019,Texans,,xavier woodson-luster,placed on ir with ankle injury,,,,9/1/2019,,xavier woodson-luster
2019,Vikings,,ade aruna,placed on ir with undisclosed injury,,,,9/1/2019,,ade aruna
2019,Vikings,,isaiah wharton,placed on ir with undisclosed injury,,,,9/1/2019,,isaiah wharton
2019,Bengals,,oshea dugas,placed on ir with knee injury,,,,9/2/2019,,oshea dugas
2019,Broncos,,jake butt,placed on ir with knee injury,,,,9/2/2019,,jake butt
2019,Broncos,,theo riddick,placed on ir with shoulder injury,,,,9/2/2019,,theo riddick
2019,Browns,,drew forbes,placed on ir with knee injury,,,,9/2/2019,,drew forbes
2019,Cowboys,,connor mcgovern b 1997-11-03,placed on ir with pectoral muscle injury,,,,9/2/2019,,connor mcgovern b --
2019,Eagles,,crevon leblanc,placed on ir with foot injury,,,,9/2/2019,,crevon leblanc
2019,Eagles,,jordan thomas b 1996-01-12,placed on ir with cracked rib,,,,9/2/2019,,jordan thomas b --
2019,Jets,,brent qvale,placed on ir with knee injury,,,,9/2/2019,,brent qvale
2019,Lions,,austin bryant,placed on ir with arm injury / pectoral injury,,,,9/2/2019,,austin bryant
2019,Patriots,,nkeal harry,placed on ir with ankle injury,,,,9/2/2019,,nkeal harry
2019,Raiders,,isaiah johnson b 1995-12-20,"placed on ir with concussion, facial fracture",,,,9/2/2019,,isaiah johnson b --
2019,Raiders,,nathan peterman,placed on ir with elbow injury,,,,9/2/2019,,nathan peterman
2019,Rams,,justin lawler,placed on ir with foot injury,,,,9/2/2019,,justin lawler
2019,Ravens,,iman lewis-marshall  iman marshall,placed on ir with toe injury,,,,9/2/2019,,iman lewis-marshall iman marshall
2019,Redskins,,jordan brailford,placed on ir with undisclosed injury,,,,9/2/2019,,jordan brailford
2019,Redskins,,shaun wilson,placed on ir with ankle injury,,,,9/2/2019,,shaun wilson
2019,Seahawks,,ed dickson,placed on ir with knee injury,,,,9/2/2019,,ed dickson
2019,Texans,,kahale warring,placed on ir with concussion,,,,9/2/2019,,kahale warring
2019,Titans,,joshua kalu,placed on ir with ankle injury,,,,9/2/2019,,joshua kalu
2019,Packers,,jace sternberger,placed on ir with ankle / knee injury,,,,9/3/2019,,jace sternberger
2019,Titans,,ryan succop,placed on ir with knee injury,,,,9/4/2019,,ryan succop
2019,Dolphins,,andrew van ginkel,placed on ir with foot injury,,,,9/6/2019,,andrew van ginkel
2019,Buccaneers,,justin evans b 1995-08-26,placed on ir with achilles injury,,,,9/9/2019,,justin evans b --
2019,Colts,,devin funchess,placed on ir with fractured left clavicle,,,,9/9/2019,,devin funchess
2019,Falcons,,chris lindstrom b 1997-02-28,placed on ir with foot injury,,,,9/9/2019,,chris lindstrom b --
2019,Jaguars,,nick foles,placed on ir with fractured left clavicle,,,,9/9/2019,,nick foles
2019,Cardinals,,marcus gilbert christopher,placed on ir with knee injury,,,,9/10/2019,,marcus gilbert christopher
2019,Eagles,,malik jackson barron,placed on ir with lisfranc injury in foot,,,,9/10/2019,,malik jackson barron
2019,Broncos,,tim patrick,placed on ir with left hand injury,,,,9/11/2019,,tim patrick
2019,Chargers,,trevor williams,placed on ir with quadriceps injury,,,,9/11/2019,,trevor williams
2019,Giants,,kareem martin,placed on ir with knee injury,,,,9/11/2019,,kareem martin
2019,Jets,,quincy enunwa,placed on ir with neck injury,,,,9/11/2019,,quincy enunwa
2019,Raiders,,johnathan abram,placed on ir with shoulder injury,,,,9/11/2019,,johnathan abram
2019,Redskins,,greg stroman,placed on ir with undisclosed injury,,,,9/11/2019,,greg stroman
2019,Dolphins,,jonathan ledbetter,placed on ir with ankle injury,,,,9/12/2019,,jonathan ledbetter
2019,Vikings,,josh doctson,placed on ir with hamstring injury,,,,9/12/2019,,josh doctson
2019,Dolphins,,julien davenport  julien davenport,placed on ir with knee injury,,,,9/13/2019,,julien davenport
2019,Redskins,,caleb brantley,placed on ir with foot injury,,,,9/13/2019,,caleb brantley
2019,Redskins,,derrius guice,placed on ir with knee injury,,,,9/13/2019,,derrius guice
2019,Browns,,drew stanton,placed on ir with knee injury,,,,9/16/2019,,drew stanton
2019,Packers,,raven greene,placed on ir with ankle injury,,,,9/16/2019,,raven greene
2019,Saints,,alex anzalone,placed on ir with shoulder injury,,,,9/16/2019,,alex anzalone
2019,Steelers,,ben roethlisberger,placed on ir with surgery on right elbow,,,,9/16/2019,,ben roethlisberger
2019,Chargers,,adrian phillips,placed on ir with fractured right forearm,,,,9/17/2019,,adrian phillips
2019,Falcons,,rashede hageman,placed on ir with hamstring injury,,,,9/17/2019,,rashede hageman
2019,Patriots,,isaiah wynn,placed on ir with turf toe,,,,9/17/2019,,isaiah wynn
2019,Saints,,keith kirkwood,placed on ir with hamstring injury,,,,9/17/2019,,keith kirkwood
2019,Steelers,,sean davis,placed on ir with shoulder injury,,,,9/17/2019,,sean davis
2019,Jets,,trevor siemian,placed on ir with ankle injury,,,,9/18/2019,,trevor siemian
2019,Redskins,,dominique rodgers-cromartie,placed on ir with ankle injury,,,,9/18/2019,,dominique rodgers-cromartie
2019,49ers,,trent taylor,placed on ir with foot injury,,,,9/20/2019,,trent taylor
2019,Browns,,david njoku,placed on ir with fractured wrist,,,,9/20/2019,,david njoku
2019,Browns,,christian kirksey,placed on ir with chest injury,,,,9/21/2019,,christian kirksey
2019,Eagles,,jordan mailata,placed on ir with back injury,,,,9/21/2019,,jordan mailata
2019,Packers,,lane taylor,placed on ir with biceps injury,,,,9/21/2019,,lane taylor
2019,Panthers,,brandon greene,placed on ir with neck injury,,,,9/23/2019,,brandon greene
2019,Patriots,,james develin,placed on ir with neck injury,,,,9/23/2019,,james develin
2019,Bills,,harrison phillips,placed on ir with torn acl in left knee,,,,9/24/2019,,harrison phillips
2019,Buccaneers,,blaine gabbert,placed on ir with left shoulder injury,,,,9/24/2019,,blaine gabbert
2019,Falcons,,keanu neal,placed on ir with torn left achilles tendon,,,,9/24/2019,,keanu neal
2019,Raiders,,marquel lee,placed on ir with ankle injury,,,,9/24/2019,,marquel lee
2019,Vikings,,chad beebe,placed on ir with torn ligaments in ankle,,,,9/24/2019,,chad beebe
2019,Dolphins,,danny isidora,placed on ir with surgery on foot,,,,9/25/2019,,danny isidora
2019,Saints,,kaden elliss,placed on ir with knee injury,,,,9/25/2019,,kaden elliss
2019,Steelers,,xavier grimble,placed on ir with calf injury,,,,9/25/2019,,xavier grimble
2019,Texans,,senio kelemete,placed on ir with wrist injury,,,,9/25/2019,,senio kelemete
2019,Bengals,,darius phillips,placed on ir with left knee injury,,,,9/26/2019,,darius phillips
2019,Dolphins,,james crawford,placed on ir with knee injury,,,,9/26/2019,,james crawford
2019,Giants,,russell shepard,placed on ir with foot injury,,,,9/26/2019,,russell shepard
2019,Ravens,,otaro alaka,placed on ir with hamstring injury,,,,9/28/2019,,otaro alaka
2019,Giants,,ryan connelly,placed on ir with torn acl in knee,,,,9/30/2019,,ryan connelly
2019,Broncos,,bradley chubb,placed on ir with torn acl in left knee,,,,10/1/2019,,bradley chubb
2019,Chargers,,sean culkin,placed on ir with torn achilles tendon,,,,10/1/2019,,sean culkin
2019,Panthers,,kawann short,placed on ir with partially torn rotator cuff in shoulder,,,,10/1/2019,,kawann short
2019,Bengals,,john ross iii,placed on ir with clavicle injury,,,,10/2/2019,,john ross iii
2019,Chargers,,dontrelle inman,placed on ir with quadriceps injury,,,,10/2/2019,,dontrelle inman
2019,Cowboys,,kavon frazier,placed on ir with torn pectoral muscle,,,,10/2/2019,,kavon frazier
2019,Panthers,,chris hogan,placed on ir with left knee injury,,,,10/2/2019,,chris hogan
2019,Patriots,,stephen gostkowski,placed on ir with surgery on left hip,,,,10/2/2019,,stephen gostkowski
2019,49ers,,jalen hurd,placed on ir with back injury,,,,10/3/2019,,jalen hurd
2019,49ers,,jason verrett,placed on ir with ankle / knee injury,,,,10/3/2019,,jason verrett
2019,Ravens,,brynden trawick,placed on ir with elbow injury,,,,10/3/2019,,brynden trawick
2019,Jets,,john franklin-myers,placed on ir with undisclosed injury,,,,10/4/2019,,john franklin-myers
2019,Titans,,david fluellen,placed on ir with knee injury,,,,10/4/2019,,david fluellen
2019,Browns,,willie harvey,placed on ir with shoulder injury,,,,10/4/2019,,willie harvey
2019,Cardinals,,jordan mills,placed on ir with knee injury,,,,10/5/2019,,jordan mills
2019,Falcons,,matt bosher,placed on ir with right groin injury,,,,10/5/2019,,matt bosher
2019,Raiders,,jordan devey,placed on ir with torn pectoral muscle,,,,10/5/2019,,jordan devey
2019,Eagles,,alex ellis,placed on ir with knee injury,,,,10/7/2019,,alex ellis
2019,Ravens,,tony jefferson,placed on ir with torn acl in knee,,,,10/7/2019,,tony jefferson
2019,Broncos,,devante bausby  devante bausby,placed on ir with neck injury,,,,10/8/2019,,devante bausby
2019,Falcons,,johnathan cyprien,placed on ir with foot injury,,,,10/8/2019,,johnathan cyprien
2019,Chargers,,mike pouncey,placed on ir with neck injury,,,,10/9/2019,,mike pouncey
2019,Chiefs,,xavier williams,placed on ir with ankle injury,,,,10/9/2019,,xavier williams
2019,Jaguars,,james oshaughnessy,placed on ir with torn acl in knee,,,,10/9/2019,,james oshaughnessy
2019,Buccaneers,,zack bailey,placed on ir with foot injury,,,,10/11/2019,,zack bailey
2019,Eagles,,corey clement,placed on ir with shoulder injury,,,,10/11/2019,,corey clement
2019,Seahawks,,ethan pocic,placed on ir with back injury,,,,10/11/2019,,ethan pocic
2019,Redskins,,jordan reed,placed on ir with concussion,,,,10/12/2019,,jordan reed
2019,Bears,,kyle long,placed on ir with hip injury,,,,10/14/2019,,kyle long
2019,Bengals,,kerry wynn,placed on ir with concussion,,,,10/14/2019,,kerry wynn
2019,Colts,,kemoko turay,placed on ir with fractured ankle,,,,10/14/2019,,kemoko turay
2019,Patriots,,jakob johnson,placed on ir with shoulder injury,,,,10/14/2019,,jakob johnson
2019,Rams,,aqib talib,placed on ir with fractured ribs,,,,10/14/2019,,aqib talib
2019,Bears,,akiem hicks,placed on ir with elbow injury,,,,10/15/2019,,akiem hicks
2019,Cowboys,,tyrone crawford,placed on ir with surgery on hip,,,,10/15/2019,,tyrone crawford
2019,Rams,,joe noteboom,"placed on ir with torn acl, mcl in knee",,,,10/15/2019,,joe noteboom
2019,Ravens,,deshon elliott,placed on ir with knee injury,,,,10/15/2019,,deshon elliott
2019,Redskins,,jerome cunningham,placed on ir with knee injury,,,,10/15/2019,,jerome cunningham
2019,Steelers,,stephon tuitt,placed on ir with torn pectoral muscle,,,,10/15/2019,,stephon tuitt
2019,Rams,,john johnson iii,placed on ir with shoulder injury,,,,10/16/2019,,john johnson iii
2019,Chargers,,travis benjamin,placed on ir with quadriceps injury,,,,10/17/2019,,travis benjamin
2019,Seahawks,,will dissly,placed on ir with ruptured achilles tendon,,,,10/19/2019,,will dissly
2019,Texans,,phillip gaines,placed on ir with surgery on left ankle,,,,10/21/2019,,phillip gaines
2019,Jaguars,,dj alexander,placed on ir with foot injury,,,,10/22/2019,,dj alexander
2019,Jaguars,,geoff swaim,"placed on ir with ankle injury, concussion",,,,10/22/2019,,geoff swaim
2019,Lions,,kerryon johnson,placed on ir with knee injury,,,,10/22/2019,,kerryon johnson
2019,Panthers,,natrell jamerson,placed on ir with foot injury,,,,10/22/2019,,natrell jamerson
2019,Ravens,,pernell mcphee,placed on ir with torn triceps,,,,10/22/2019,,pernell mcphee
2019,Chargers,,forrest lamp,placed on ir with fractured fibula in right leg,,,,10/23/2019,,forrest lamp
2019,Eagles,,hassan ridgeway,placed on ir with ankle injury,,,,10/23/2019,,hassan ridgeway
2019,Patriots,,josh gordon,placed on ir with knee injury,,,,10/23/2019,,josh gordon
2019,Jaguars,,marcell dareus,placed on ir with core muscle injury,,,,10/25/2019,,marcell dareus
2019,Chargers,,nasir adderley,placed on ir with hamstring injury,,,,10/26/2019,,nasir adderley
2019,Cardinals,,dj foster,placed on ir with hamstring injury,,,,10/28/2019,,dj foster
2019,Jaguars,,marqise lee,placed on ir with shoulder injury,,,,10/29/2019,,marqise lee
2019,Seahawks,,justin britt b 1991-05-29,placed on ir with torn acl in left knee,,,,10/29/2019,,justin britt b --
2019,Bengals,,ryan glasgow,placed on ir with right knee injury,,,,10/30/2019,,ryan glasgow
2019,Buccaneers,,jack cichy,placed on ir with elbow injury,,,,10/30/2019,,jack cichy
2019,Dolphins,,xavien howard,placed on ir with knee injury,,,,10/30/2019,,xavien howard
2019,Jets,,albert mcclellan,placed on ir with concussion,,,,10/30/2019,,albert mcclellan
2019,Seahawks,,tedric thompson,placed on ir with shoulder injury,,,,10/30/2019,,tedric thompson
2019,Texans,,jj watt,placed on ir with torn pectoral muscle,,,,10/30/2019,,jj watt
2019,Broncos,,corey nelson,placed on ir with torn biceps,,,,11/1/2019,,corey nelson
2019,Broncos,,joe flacco,placed on ir with neck injury,,,,11/1/2019,,joe flacco
2019,Browns,,daniel ekuale,placed on ir with calf injury,,,,11/1/2019,,daniel ekuale
2019,Jets,,blake cashman,placed on ir with shoulder injury,,,,11/1/2019,,blake cashman
2019,Jets,,trenton cannon,"placed on ir with ankle, foot injuries",,,,11/1/2019,,trenton cannon
2019,Chiefs,,greg senat,placed on ir with undisclosed injury,,,,11/2/2019,,greg senat
2019,Lions,,tra carson,placed on ir with hamstring injury,,,,11/2/2019,,tra carson
2019,49ers,,kwon alexander,placed on ir with torn pectoral muscle,,,,11/5/2019,,kwon alexander
2019,Bills,,maurice alexander,"placed on ir with calf, knee injury",,,,11/5/2019,,maurice alexander
2019,Buccaneers,,antony auclair,placed on ir with toe injury,,,,11/5/2019,,antony auclair
2019,Dolphins,,preston williams,placed on ir with torn acl in left knee,,,,11/5/2019,,preston williams
2019,Eagles,,desean jackson,placed on ir with surgery to repair core muscle injury,,,,11/5/2019,,desean jackson
2019,Jets,,joshua bellamy  josh bellamy,placed on ir with foot injury,,,,11/5/2019,,joshua bellamy josh bellamy
2019,Jets,,trumaine johnson monte,placed on ir with ankle injury,,,,11/5/2019,,trumaine johnson monte
2019,Panthers,,cam newton jerrell,placed on ir with foot injury,,,,11/5/2019,,cam newton jerrell
2019,Steelers,,ulysees gilbert iii,placed on ir with back injury,,,,11/5/2019,,ulysees gilbert iii
2019,Titans,,malcolm butler,placed on ir with fractured left wrist,,,,11/5/2019,,malcolm butler
2019,Cardinals,,clinton mcdonald,placed on ir with neck injury,,,,11/6/2019,,clinton mcdonald
2019,Jets,,rontez miles,placed on ir with neck injury,,,,11/6/2019,,rontez miles
2019,Raiders,,arden key,placed on ir with foot injury,,,,11/7/2019,,arden key
2019,Cardinals,,brooks reed,placed on ir with hamstring injury,,,,11/8/2019,,brooks reed
2019,Falcons,,ito smith,placed on ir with neck injury,,,,11/9/2019,,ito smith
2019,Raiders,,karl joseph,placed on ir with foot injury,,,,11/9/2019,,karl joseph
2019,Chiefs,,martinas rankin,placed on ir with knee injury,,,,11/11/2019,,martinas rankin
2019,Jets,,brian winters,placed on ir with dislocated shoulder,,,,11/12/2019,,brian winters
2019,Jets,,chris herndon,placed on ir with fractured rib,,,,11/12/2019,,chris herndon
2019,Lions,,kevin strong,placed on ir with rib injury,,,,11/12/2019,,kevin strong
2019,Rams,,brian allen b 1995-10-11,placed on ir with mcl injury in left knee,,,,11/12/2019,,brian allen b --
2019,Rams,,bryce hager,placed on ir with shoulder injury,,,,11/12/2019,,bryce hager
2019,Ravens,,daylon mack,placed on ir with knee injury,,,,11/12/2019,,daylon mack
2019,49ers,,ronald blair,placed on ir with torn acl in right knee,,,,11/13/2019,,ronald blair
2019,Cardinals,,zach allen,placed on ir with neck injury,,,,11/13/2019,,zach allen
2019,Steelers,,roosevelt nix delbert,placed on ir with knee injury,,,,11/14/2019,,roosevelt nix delbert
